Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios
[AGO]_[N]_Card_Oferta,2026-09-05,completed,campaign,SuperAuto [Mitsubishi],1876369346602489,308.33,11479,8172,163,1.89159509,Leads (formulário),6,51.38833333,2026-09-05,2026-09-05
[AGO]_[N]_Card_Oferta,2026-09-06,completed,campaign,SuperAuto [Mitsubishi],1876369346602489,342.5,14735,10510,168,2.03869048,Leads (formulário),5,68.5,2026-09-06,2026-09-06
[AGO]_[N]_Card_Condição - Pré-Expointer [3],2026-09-06,completed,campaign,SuperAuto [Mitsubishi],1876369346602489,95.81,56948,54716,71,1.34943662,Alcance,54716,1.75104174,2026-09-06,2026-09-06
[SET]_[SN]_Feed_Oferta,2026-09-06,active,campaign,SuperAuto [Mitsubishi],1876369346602489,86.33,4025,3070,86,1.00383721,Conversas por mensagem iniciadas,14,6.16642857,2026-09-06,2026-09-06
[SET]_[N]_Card_Oferta - T/E/A,2026-09-07,active,campaign,SuperAuto [Mitsubishi],1876369346602489,168.51,5320,3230,54,3.12055556,Leads (formulário),2,84.255,2026-09-07,2026-09-07
[SET]_[SN]_Feed_Oferta,2026-09-07,active,campaign,SuperAuto [Mitsubishi],1876369346602489,57.73,2650,2027,60,0.96216667,Conversas por mensagem iniciadas,8,7.21625,2026-09-07,2026-09-07
[SET]_[N]_Card_Oferta - T/E/A,2026-09-08,active,campaign,SuperAuto [Mitsubishi],1876369346602489,161.0,5521,3787,60,2.68333333,Leads (formulário),2,80.5,2026-09-08,2026-09-08
[SET]_[SN]_Feed_Oferta,2026-09-08,active,campaign,SuperAuto [Mitsubishi],1876369346602489,49.37,3261,2691,62,0.79629032,Conversas por mensagem iniciadas,8,6.17125,2026-09-08,2026-09-08
[SET]_[N]_Card_Oferta - Agromonstra,2026-09-09,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,56.32,2619,2274,14,4.02285714,,,,2026-09-09,2026-09-09
[SET]_[N]_Card_Oferta - T/E/A,2026-09-09,active,campaign,SuperAuto [Mitsubishi],1876369346602489,203.14,6093,4526,101,2.01128713,Leads (formulário),7,29.02,2026-09-09,2026-09-09
[SET]_[SN]_Feed_Oferta,2026-09-09,active,campaign,SuperAuto [Mitsubishi],1876369346602489,70.87,4178,3552,51,1.38960784,Conversas por mensagem iniciadas,5,14.174,2026-09-09,2026-09-09
[SET]_[N]_Card_Oferta - T/E/A — [A/B],2026-09-10,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,28.48,1006,895,13,2.19076923,Leads (formulário),1,28.48,2026-09-10,2026-09-10
[SET]_[N]_Card_Oferta - Agromonstra,2026-09-10,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,59.65,3248,2742,29,2.05689655,Leads (formulário),1,59.65,2026-09-10,2026-09-10
[SET]_[N]_Card_Oferta - T/E/A,2026-09-10,active,campaign,SuperAuto [Mitsubishi],1876369346602489,206.42,6673,5005,100,2.0642,Leads (formulário),3,68.80666667,2026-09-10,2026-09-10
[SET]_[SN]_Feed_Oferta,2026-09-10,active,campaign,SuperAuto [Mitsubishi],1876369346602489,74.02,4229,3365,85,0.87082353,Conversas por mensagem iniciadas,11,6.72909091,2026-09-10,2026-09-10
[SET]_[N]_Card_Oferta - Agromonstra,2026-09-11,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,40.53,2186,1770,25,1.6212,Leads (formulário),2,20.265,2026-09-11,2026-09-11
[SET]_[N]_Card_Oferta - T/E/A — [A/B],2026-09-11,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,11.23,398,362,6,1.87166667,,,,2026-09-11,2026-09-11
[SET]_[N]_Card_Oferta - T/E/A,2026-09-11,active,campaign,SuperAuto [Mitsubishi],1876369346602489,357.03,11110,8178,149,2.3961745,Leads (formulário),8,44.62875,2026-09-11,2026-09-11
[SET]_[SN]_Feed_Oferta,2026-09-11,active,campaign,SuperAuto [Mitsubishi],1876369346602489,57.34,2542,1771,63,0.91015873,Conversas por mensagem iniciadas,4,14.335,2026-09-11,2026-09-11
[SET]_[N]_Card_Oferta - Agromonstra,2026-09-12,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,21.72,1792,1493,11,1.97454545,Leads (formulário),1,21.72,2026-09-12,2026-09-12
[SET]_[N]_Card_Oferta - T/E/A,2026-09-12,active,campaign,SuperAuto [Mitsubishi],1876369346602489,251.46,9981,7468,119,2.11310924,Leads (formulário),5,50.292,2026-09-12,2026-09-12
[SET]_[SN]_Feed_Oferta,2026-09-12,active,campaign,SuperAuto [Mitsubishi],1876369346602489,42.64,1568,1161,37,1.15243243,Conversas por mensagem iniciadas,4,10.66,2026-09-12,2026-09-12
[SET]_[N]_Card_Oferta - Agromonstra,2026-09-13,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,60.94,3863,2931,29,2.10137931,Leads (formulário),1,60.94,2026-09-13,2026-09-13
[SET]_[N]_Card_Oferta - T/E/A,2026-09-13,active,campaign,SuperAuto [Mitsubishi],1876369346602489,460.86,16641,12205,188,2.45138298,Leads (formulário),13,35.45076923,2026-09-13,2026-09-13
[SET]_[SN]_Feed_Oferta,2026-09-13,active,campaign,SuperAuto [Mitsubishi],1876369346602489,79.57,2551,1822,76,1.04697368,Conversas por mensagem iniciadas,4,19.8925,2026-09-13,2026-09-13
[SET]_[N]_Card_Oferta - Agromonstra,2026-09-14,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,48.2,3400,2696,17,2.83529412,,,,2026-09-14,2026-09-14
[SET]_[N]_Card_Oferta - T/E/A,2026-09-14,active,campaign,SuperAuto [Mitsubishi],1876369346602489,265.05,8732,7024,118,2.24618644,Leads (formulário),6,44.175,2026-09-14,2026-09-14
[SET]_[SN]_Feed_Oferta,2026-09-14,active,campaign,SuperAuto [Mitsubishi],1876369346602489,85.24,6197,5647,74,1.15189189,Conversas por mensagem iniciadas,6,14.20666667,2026-09-14,2026-09-14
[SET]_[N]_Card_Oferta - Farroupilha,2026-09-15,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,9.25,286,242,,,,,,2026-09-15,2026-09-15
[SET]_[N]_Card_Oferta - Agromonstra,2026-09-15,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,38.14,2676,2195,15,2.54266667,Leads (formulário),4,9.535,2026-09-15,2026-09-15
[SET]_[N]_Card_Oferta - T/E/A,2026-09-15,active,campaign,SuperAuto [Mitsubishi],1876369346602489,190.87,6290,5137,64,2.98234375,Leads (formulário),4,47.7175,2026-09-15,2026-09-15
[SET]_[SN]_Feed_Oferta,2026-09-15,active,campaign,SuperAuto [Mitsubishi],1876369346602489,52.04,3136,2646,48,1.08416667,Conversas por mensagem iniciadas,3,17.34666667,2026-09-15,2026-09-15
[SET]_[SN]_Feed_Oferta,2026-09-16,active,campaign,SuperAuto [Mitsubishi],1876369346602489,50.77,4516,3831,49,1.03612245,Conversas por mensagem iniciadas,3,16.92333333,2026-09-16,2026-09-16
[SET]_[N]_Card_Oferta - T/E/A,2026-09-16,active,campaign,SuperAuto [Mitsubishi],1876369346602489,179.48,5764,4643,53,3.38641509,Leads (formulário),3,59.82666667,2026-09-16,2026-09-16
[SET]_[N]_Card_Oferta - Farroupilha,2026-09-16,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,65.9,1998,1254,31,2.12580645,Leads (formulário),4,16.475,2026-09-16,2026-09-16
[SET]_[N]_Card_Oferta - Farroupilha,2026-09-17,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,36.28,1027,754,14,2.59142857,Leads (formulário),3,12.09333333,2026-09-17,2026-09-17
[SET]_[N]_Card_Oferta - T/E/A,2026-09-17,active,campaign,SuperAuto [Mitsubishi],1876369346602489,174.65,5867,4615,65,2.68692308,Leads (formulário),6,29.10833333,2026-09-17,2026-09-17
[SET]_[SN]_Feed_Oferta,2026-09-17,active,campaign,SuperAuto [Mitsubishi],1876369346602489,59.68,4650,3917,69,0.86492754,Conversas por mensagem iniciadas,3,19.89333333,2026-09-17,2026-09-17
[SET]_[N]_Card_Oferta - Farroupilha,2026-09-18,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,54.92,1796,1314,18,3.05111111,Leads (formulário),2,27.46,2026-09-18,2026-09-18
[SET]_[N]_Card_Oferta - T/E/A,2026-09-18,active,campaign,SuperAuto [Mitsubishi],1876369346602489,171.85,4950,3845,57,3.01491228,Leads (formulário),3,57.28333333,2026-09-18,2026-09-18
[SET]_[SN]_Feed_Oferta,2026-09-18,active,campaign,SuperAuto [Mitsubishi],1876369346602489,49.54,2655,2153,60,0.82566667,Conversas por mensagem iniciadas,2,24.77,2026-09-18,2026-09-18
[SET]_[N]_Card_Oferta - Farroupilha,2026-09-19,recently_completed,campaign,SuperAuto [Mitsubishi],1876369346602489,31.75,814,710,12,2.64583333,Leads (formulário),1,31.75,2026-09-19,2026-09-19
[SET]_[N]_Card_Oferta - T/E/A,2026-09-19,active,campaign,SuperAuto [Mitsubishi],1876369346602489,153.13,5646,4425,94,1.62904255,Leads (formulário),4,38.2825,2026-09-19,2026-09-19
[SET]_[SN]_Feed_Oferta,2026-09-19,active,campaign,SuperAuto [Mitsubishi],1876369346602489,42.9,3334,2800,86,0.49883721,Conversas por mensagem iniciadas,1,42.9,2026-09-19,2026-09-19
[SET]_[N]_Card_Oferta - T/E/A,2026-09-20,active,campaign,SuperAuto [Mitsubishi],1876369346602489,220.05,8352,6624,114,1.93026316,Leads (formulário),3,73.35,2026-09-20,2026-09-20
[SET]_[SN]_Feed_Oferta,2026-09-20,active,campaign,SuperAuto [Mitsubishi],1876369346602489,71.29,6504,5544,113,0.63088496,Conversas por mensagem iniciadas,7,10.18428571,2026-09-20,2026-09-20
[SET]_[N]_Card_Oferta - T/E/A,2026-09-21,active,campaign,SuperAuto [Mitsubishi],1876369346602489,39.89,1421,1238,25,1.5956,Leads (formulário),1,39.89,2026-09-21,2026-09-21
[SET]_[SN]_Feed_Oferta,2026-09-21,active,campaign,SuperAuto [Mitsubishi],1876369346602489,18.33,1433,1295,26,0.705,Conversas por mensagem iniciadas,1,18.33,2026-09-21,2026-09-21
