Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios,Resultados (iniciais)
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-26,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,33.28,3219,2499,28,118.857.143,Conversas por mensagem iniciadas,2,16.64,2026-08-26,2026-08-26,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,56.4,2810,2061,22,256.363.636,Conversas por mensagem iniciadas,2,28.2,2026-08-25,2026-08-25,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,27.42,715,543,17,161.294.118,Conversas por mensagem iniciadas,1,27.42,2026-08-25,2026-08-25,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,13.01,1087,854,14,92.928.571,Conversas por mensagem iniciadas,2,6.505,2026-08-25,2026-08-25,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,48.18,4361,2849,75,6.424,Conversas por mensagem iniciadas,3,16.06,2026-08-25,2026-08-25,
[AGO]_[SN]_Card_Condição - Lote,2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.45,1281,1013,19,112.894.737,Conversas por mensagem iniciadas,6,3.575,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,75.84,6300,4472,48,1.58,Conversas por mensagem iniciadas,6,12.64,2026-08-25,2026-08-25,
[AGO]_[SN]_Card_Condição - Lote,2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,22.64,773,643,6,377.333.333,Conversas por mensagem iniciadas,1,22.64,2026-08-24,2026-08-24,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,56.57,5144,3833,37,152.891.892,Conversas por mensagem iniciadas,2,28.285,2026-08-24,2026-08-24,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,43.71,3531,2470,43,101.651.163,Conversas por mensagem iniciadas,1,43.71,2026-08-24,2026-08-24,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,10.71,686,547,12,8.925,Conversas por mensagem iniciadas,3,3.57,2026-08-24,2026-08-24,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,19.91,854,740,9,221.222.222,Conversas por mensagem iniciadas,2,9.955,2026-08-24,2026-08-24,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,33.37,1532,1194,18,185.388.889,Conversas por mensagem iniciadas,3,1.112.333.333,2026-08-24,2026-08-24,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,50.63,3921,2596,59,85.813.559,Conversas por mensagem iniciadas,5,10.126,2026-08-23,2026-08-23,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,74.64,5812,4024,50,1.4928,Conversas por mensagem iniciadas,4,18.66,2026-08-23,2026-08-23,
[AGO]_[SN]_Card_Condição - Lote,2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,28.24,905,695,7,403.428.571,Conversas por mensagem iniciadas,1,28.24,2026-08-23,2026-08-23,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,14.08,1018,785,9,156.444.444,Conversas por mensagem iniciadas,1,14.08,2026-08-23,2026-08-23,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,27.26,801,668,16,170.375,Conversas por mensagem iniciadas,1,27.26,2026-08-23,2026-08-23,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.79,1709,1245,18,254.388.889,Conversas por mensagem iniciadas,2,22.895,2026-08-23,2026-08-23,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,33.5,1318,951,18,186.111.111,Conversas por mensagem iniciadas,2,16.75,2026-08-22,2026-08-22,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,9.33,465,398,4,2.3325,,,,2026-08-22,2026-08-22,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,5.68,478,402,7,81.142.857,Conversas por mensagem iniciadas,2,2.84,2026-08-22,2026-08-22,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,34.88,2987,2115,31,112.516.129,Conversas por mensagem iniciadas,6,581.333.333,2026-08-22,2026-08-22,
[AGO]_[SN]_Card_Condição - Lote,2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,12.39,566,466,2,6.195,Conversas por mensagem iniciadas,1,12.39,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,57.87,5077,3773,37,156.405.405,Conversas por mensagem iniciadas,2,28.935,2026-08-22,2026-08-22,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,29.55,2302,1655,42,70.357.143,Conversas por mensagem iniciadas,4,7.3875,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,41.77,3355,2348,27,154.703.704,Conversas por mensagem iniciadas,1,41.77,2026-08-21,2026-08-21,
[AGO]_[SN]_Card_Condição - Lote,2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,13.57,611,508,7,193.857.143,Conversas por mensagem iniciadas,3,452.333.333,2026-08-21,2026-08-21,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,7.88,538,400,8,985,Conversas por mensagem iniciadas,1,7.88,2026-08-21,2026-08-21,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,27.34,1058,717,11,248.545.455,Conversas por mensagem iniciadas,2,13.67,2026-08-21,2026-08-21,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,16.71,458,367,7,238.714.286,Conversas por mensagem iniciadas,2,8.355,2026-08-21,2026-08-21,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,39.77,3239,2098,53,75.037.736,Conversas por mensagem iniciadas,4,9.9425,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,40.93,3288,2206,23,177.956.522,Conversas por mensagem iniciadas,4,10.2325,2026-08-20,2026-08-20,
[AGO]_[SN]_Card_Condição - Lote,2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.89,784,661,5,4.378,,,,2026-08-20,2026-08-20,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,09.08,702,531,16,5.675,,,,2026-08-20,2026-08-20,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.38,598,488,11,194.363.636,,,,2026-08-20,2026-08-20,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.15,1363,955,12,3.7625,Conversas por mensagem iniciadas,3,15.05,2026-08-20,2026-08-20,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,46.09,1897,1328,18,256.055.556,Conversas por mensagem iniciadas,2,23.045,2026-08-19,2026-08-19,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,24.93,814,685,15,1.662,Conversas por mensagem iniciadas,2,12.465,2026-08-19,2026-08-19,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,10.68,853,635,4,2.67,,,,2026-08-19,2026-08-19,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.3,3213,2035,44,102.954.545,,,,2026-08-19,2026-08-19,
[AGO]_[SN]_Card_Condição - Lote,2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,23.5,1003,846,11,213.636.364,Conversas por mensagem iniciadas,3,783.333.333,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.9,4068,2738,30,1.53,Conversas por mensagem iniciadas,4,11.475,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.43,3742,2640,33,137.666.667,Conversas por mensagem iniciadas,4,11.3575,2026-08-18,2026-08-18,
[AGO]_[SN]_Card_Condição - Lote,2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,22.1,646,556,5,4.42,Conversas por mensagem iniciadas,1,22.1,2026-08-18,2026-08-18,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.84,3521,2350,43,106.604.651,Conversas por mensagem iniciadas,1,45.84,2026-08-18,2026-08-18,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,11.92,819,611,16,745,,,,2026-08-18,2026-08-18,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,42.7,1166,861,14,03.05,Conversas por mensagem iniciadas,3,1.423.333.333,2026-08-18,2026-08-18,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,23.11,747,675,15,154.066.667,Conversas por mensagem iniciadas,5,4.622,2026-08-18,2026-08-18,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-17,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,40.96,3795,2641,50,8.192,Conversas por mensagem iniciadas,4,10.24,2026-08-17,2026-08-17,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-17,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,32.85,3197,2325,33,99.545.455,Conversas por mensagem iniciadas,3,10.95,2026-08-17,2026-08-17,
[AGO]_[SN]_Card_Condição - Lote,2026-08-17,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.22,836,692,5,4.244,Conversas por mensagem iniciadas,1,21.22,2026-08-17,2026-08-17,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-17,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,3.47,260,228,1,3.47,,,,2026-08-17,2026-08-17,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-17,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,10.67,892,697,10,1.067,Conversas por mensagem iniciadas,3,355.666.667,2026-08-17,2026-08-17,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-17,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,22.77,917,772,24,94.875,Conversas por mensagem iniciadas,3,7.59,2026-08-17,2026-08-17,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-17,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,39.28,1377,993,20,1.964,Conversas por mensagem iniciadas,2,19.64,2026-08-17,2026-08-17,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-16,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.92,1910,1450,22,208.727.273,,,,2026-08-16,2026-08-16,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-16,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.72,1243,1019,29,74.896.552,Conversas por mensagem iniciadas,2,10.86,2026-08-16,2026-08-16,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-16,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,14.02,980,750,12,116.833.333,Conversas por mensagem iniciadas,2,07.01,2026-08-16,2026-08-16,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-16,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,43.67,4887,3270,54,8.087.037,Conversas por mensagem iniciadas,5,8.734,2026-08-16,2026-08-16,
[AGO]_[SN]_Card_Condição - Lote,2026-08-16,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,25.3,1410,1180,7,361.428.571,,,,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-16,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,47.68,4189,3010,41,116.292.683,Conversas por mensagem iniciadas,2,23.84,2026-08-16,2026-08-16,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-16,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,6.34,558,471,2,3.17,,,,2026-08-16,2026-08-16,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-15,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,4.73,375,322,6,78.833.333,Conversas por mensagem iniciadas,2,2.365,2026-08-15,2026-08-15,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-15,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,38.12,1864,1400,18,211.777.778,Conversas por mensagem iniciadas,2,19.06,2026-08-15,2026-08-15,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-15,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,16.95,923,756,13,130.384.615,Conversas por mensagem iniciadas,3,5.65,2026-08-15,2026-08-15,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-15,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,34.48,3394,2313,41,84.097.561,Conversas por mensagem iniciadas,4,8.62,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-15,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,31.35,2180,1573,22,1.425,Conversas por mensagem iniciadas,5,6.27,2026-08-15,2026-08-15,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-15,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,3.5,361,317,,,,,,2026-08-15,2026-08-15,
[AGO]_[SN]_Card_Condição - Lote,2026-08-15,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,10.54,567,475,4,2.635,,,,2026-08-15,2026-08-15,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-14,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,38.98,1847,1286,12,324.833.333,Conversas por mensagem iniciadas,1,38.98,2026-08-14,2026-08-14,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-14,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,13.32,651,556,5,2.664,,,,2026-08-14,2026-08-14,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-14,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,8.6,516,420,7,122.857.143,Conversas por mensagem iniciadas,2,4.3,2026-08-14,2026-08-14,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-14,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,39.49,3072,2098,45,87.755.556,Conversas por mensagem iniciadas,6,658.166.667,2026-08-14,2026-08-14,
[AGO]_[SN]_Card_Condição - Lote,2026-08-14,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,15.71,516,409,4,3.9275,Conversas por mensagem iniciadas,1,15.71,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-14,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,32.93,2417,1753,25,1.3172,Conversas por mensagem iniciadas,4,8.2325,2026-08-14,2026-08-14,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-14,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,5.27,381,317,3,175.666.667,,,,2026-08-14,2026-08-14,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-13,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,5.45,377,306,1,5.45,Conversas por mensagem iniciadas,1,5.45,2026-08-13,2026-08-13,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-13,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,42.96,3202,2148,47,91.404.255,Conversas por mensagem iniciadas,1,42.96,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-13,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,32.88,2320,1659,24,1.37,Conversas por mensagem iniciadas,4,8.22,2026-08-13,2026-08-13,
[AGO]_[SN]_Card_Condição - Lote,2026-08-13,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,19.39,784,671,10,1.939,Conversas por mensagem iniciadas,3,646.333.333,2026-08-13,2026-08-13,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-13,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,7.92,592,433,8,0.99,,,,2026-08-13,2026-08-13,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-13,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,19.55,558,446,13,150.384.615,Conversas por mensagem iniciadas,1,19.55,2026-08-13,2026-08-13,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-13,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,25.93,1201,896,3,864.333.333,,,,2026-08-13,2026-08-13,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-12,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,50.64,3885,2683,77,65.766.234,Conversas por mensagem iniciadas,8,6.33,2026-08-12,2026-08-12,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-12,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,6.4,536,440,4,1.6,Conversas por mensagem iniciadas,2,3.2,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-12,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,42.5,2897,2041,31,137.096.774,Conversas por mensagem iniciadas,5,8.5,2026-08-12,2026-08-12,
[AGO]_[SN]_Card_Condição - Lote,2026-08-12,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,22.52,1056,884,7,321.714.286,,,,2026-08-12,2026-08-12,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-12,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,10.98,767,607,8,1.3725,Conversas por mensagem iniciadas,1,10.98,2026-08-12,2026-08-12,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-12,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,20.04,1558,1290,11,182.181.818,Conversas por mensagem iniciadas,1,20.04,2026-08-12,2026-08-12,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-12,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,19.95,1164,878,8,249.375,,,,2026-08-12,2026-08-12,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-11,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,9.47,532,412,2,4.735,,,,2026-08-11,2026-08-11,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-11,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,23.89,1345,945,8,298.625,Conversas por mensagem iniciadas,3,796.333.333,2026-08-11,2026-08-11,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-11,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,23.91,1891,1442,18,132.833.333,Conversas por mensagem iniciadas,3,7.97,2026-08-11,2026-08-11,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-11,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,12.49,866,638,15,83.266.667,Conversas por mensagem iniciadas,2,6.245,2026-08-11,2026-08-11,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-11,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,42.21,3484,2321,41,10.295.122,Conversas por mensagem iniciadas,2,21.105,2026-08-11,2026-08-11,
[AGO]_[SN]_Card_Condição - Lote,2026-08-11,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,23.88,1312,1102,9,265.333.333,Conversas por mensagem iniciadas,1,23.88,2026-08-11,2026-08-11,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-11,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,43.33,3880,3081,36,120.361.111,Conversas por mensagem iniciadas,6,722.166.667,2026-08-11,2026-08-11,
[AGO]_[SN]_Card_Condição - Lote,2026-08-10,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,24.88,1437,1159,11,226.181.818,Conversas por mensagem iniciadas,3,829.333.333,2026-08-10,2026-08-10,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-10,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,6.53,601,464,3,217.666.667,Conversas por mensagem iniciadas,2,3.265,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-10,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,42.6,3096,2157,25,1.704,Conversas por mensagem iniciadas,8,5.325,2026-08-10,2026-08-10,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-10,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,11.03,860,687,6,183.833.333,Conversas por mensagem iniciadas,3,367.666.667,2026-08-10,2026-08-10,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-10,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,28.34,1555,1140,28,101.214.286,Conversas por mensagem iniciadas,6,472.333.333,2026-08-10,2026-08-10,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-10,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,15.91,1004,773,11,144.636.364,,,,2026-08-10,2026-08-10,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-10,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,9.73,472,383,4,2.4325,,,,2026-08-10,2026-08-10,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-09,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,41.81,2601,1670,42,99.547.619,Conversas por mensagem iniciadas,7,597.285.714,2026-08-09,2026-08-09,
[AGO]_[SN]_Card_Condição - Lote,2026-08-09,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,23.04,1305,1090,8,2.88,Conversas por mensagem iniciadas,4,5.76,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-09,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,22.33,1571,1083,10,2.233,Conversas por mensagem iniciadas,2,11.165,2026-08-09,2026-08-09,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-09,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,5.34,379,288,2,2.67,,,,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-08,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,15.79,993,658,5,3.158,Conversas por mensagem iniciadas,1,15.79,2026-08-08,2026-08-08,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-08,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,2.99,288,229,2,1.495,Conversas por mensagem iniciadas,1,2.99,2026-08-08,2026-08-08,
[AGO]_[SN]_Card_Condição - Lote,2026-08-08,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,17.04,718,556,6,2.84,,,,2026-08-08,2026-08-08,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-08,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,31.88,1760,1148,33,96.606.061,Conversas por mensagem iniciadas,4,7.97,2026-08-08,2026-08-08,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-07,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,29.99,1555,985,17,176.411.765,Conversas por mensagem iniciadas,1,29.99,2026-08-07,2026-08-07,
[AGO]_[SN]_Card_Condição - Lote,2026-08-07,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,16.69,981,699,7,238.428.571,Conversas por mensagem iniciadas,3,556.333.333,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-07,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,15.4,889,568,7,2.2,,,,2026-08-07,2026-08-07,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-07,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,09.06,1439,1326,1,09.06,,,,2026-08-07,2026-08-07,
[JUL]_[SN]_Carrossel_Oferta - Estoque,2026-08-07,inactive,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,7.87,3242,2730,44,17.886.364,Cliques no link,44,17.886.364,2026-08-07,2026-08-07,
