Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios,Resultados (iniciais)
[AGO]_[N]_Vários formatos_Move Brasil,2026-08-05,active,campaign,SuperAuto GAC,952398236874786,86.83,3940,2652,36,241.194.444,Conversas por mensagem iniciadas,16,5.426.875,2026-08-05,2026-08-05,
[JUL]_[SN]_Carrossel_Oferta,2026-08-05,inactive,campaign,SuperAuto GAC,952398236874786,65.67,1795,1518,24,273.625,Conversas por mensagem iniciadas,2,32.835,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - TM -BC | FLN,2026-08-05,active,campaign,SuperAuto GAC,952398236874786,144.77,7262,5577,104,139.201.923,Leads (formulário),7,2.068.142.857,2026-08-05,2026-08-05,
[JUL]_[N]_Card_Oferta,2026-08-05,inactive,campaign,SuperAuto GAC,952398236874786,291.99,13282,9417,183,159.557.377,Leads (formulário),15,19.466,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - TM -BC | FLN,2026-08-04,active,campaign,SuperAuto GAC,952398236874786,26.46,1127,980,20,1.323,,,,2026-08-04,2026-08-04,
[JUL]_[N]_Card_Oferta,2026-08-04,inactive,campaign,SuperAuto GAC,952398236874786,304.46,14301,9524,224,135.919.643,Leads (formulário),19,1.602.421.053,2026-08-04,2026-08-04,
[AGO]_[N]_Vários formatos_Move Brasil,2026-08-04,active,campaign,SuperAuto GAC,952398236874786,118.12,5186,3508,60,196.866.667,Conversas por mensagem iniciadas,34,347.411.765,2026-08-04,2026-08-04,
[JUL]_[SN]_Carrossel_Oferta,2026-08-04,inactive,campaign,SuperAuto GAC,952398236874786,72.06,2687,2245,30,2.402,Conversas por mensagem iniciadas,2,36.03,2026-08-04,2026-08-04,
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-08-04,inactive,campaign,SuperAuto GAC,952398236874786,6.63,403,377,8,82.875,,,,2026-08-04,2026-08-04,
[JUL]_[N]_Card_Oferta,2026-08-03,inactive,campaign,SuperAuto GAC,952398236874786,226.66,11262,7568,197,115.055.838,Leads (formulário),22,1.030.272.727,2026-08-03,2026-08-03,
[AGO]_[N]_Vários formatos_Move Brasil,2026-08-03,active,campaign,SuperAuto GAC,952398236874786,108.91,4859,3866,61,178.540.984,Conversas por mensagem iniciadas,38,286.605.263,2026-08-03,2026-08-03,
[JUL]_[SN]_Carrossel_Oferta,2026-08-03,inactive,campaign,SuperAuto GAC,952398236874786,75.83,1994,1595,23,329.695.652,Conversas por mensagem iniciadas,4,189.575,2026-08-03,2026-08-03,
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-08-03,inactive,campaign,SuperAuto GAC,952398236874786,21.08,1561,1438,23,91.652.174,,,,2026-08-03,2026-08-03,
[JUL]_[N]_Card_Oferta,2026-08-02,inactive,campaign,SuperAuto GAC,952398236874786,276.49,15276,10578,244,113.315.574,Leads (formulário),26,1.063.423.077,2026-08-02,2026-08-02,
[AGO]_[N]_Vários formatos_Move Brasil,2026-08-02,active,campaign,SuperAuto GAC,952398236874786,81.7,4075,3017,52,157.115.385,Conversas por mensagem iniciadas,35,233.428.571,2026-08-02,2026-08-02,
[JUL]_[SN]_Carrossel_Oferta,2026-08-02,inactive,campaign,SuperAuto GAC,952398236874786,82.26,3303,2718,39,210.923.077,Conversas por mensagem iniciadas,1,82.26,2026-08-02,2026-08-02,
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-08-02,inactive,campaign,SuperAuto GAC,952398236874786,24.66,1707,1552,27,91.333.333,Leads (formulário),1,24.66,2026-08-02,2026-08-02,
[AGO]_[N]_Vários formatos_Move Brasil,2026-08-01,active,campaign,SuperAuto GAC,952398236874786,59.64,2801,2153,36,165.666.667,Conversas por mensagem iniciadas,29,205.655.172,2026-08-01,2026-08-01,
[JUL]_[SN]_Carrossel_Oferta,2026-08-01,inactive,campaign,SuperAuto GAC,952398236874786,27.87,1778,1523,10,2.787,,,,2026-08-01,2026-08-01,
[JUL]_[N]_Card_Oferta,2026-08-01,inactive,campaign,SuperAuto GAC,952398236874786,194.45,10017,6620,178,109.241.573,Leads (formulário),20,9.7225,2026-08-01,2026-08-01,
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-08-01,inactive,campaign,SuperAuto GAC,952398236874786,18.04,1244,1185,23,78.434.783,Leads (formulário),1,18.04,2026-08-01,2026-08-01,
[AGO]_[N]_Vídeo_Condição - Pré-Expointer,2026-08-28,active,campaign,SuperAuto [Mitsubishi],1876369346602489,15509,14602,33.89,10,3.389,Incrementalidade estimada na lembrança do anúncio (pessoas),420,8.069.048,2026-08-28,2026-08-28,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-28,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1260,1038,17.97,15,1.198,Conversas por mensagem iniciadas,1,17.97,2026-08-28,2026-08-28,
[AGO]_[PV]_Card_Condição,2026-08-28,active,campaign,SuperAuto [Mitsubishi],1876369346602489,585,489,6.52,5,1.304,Conversas por mensagem iniciadas,2,3.26,2026-08-28,2026-08-28,
[AGO]_[N]_Card_Oferta,2026-08-28,active,campaign,SuperAuto [Mitsubishi],1876369346602489,2802,2227,71.56,38,188.315.789,Leads (formulário),5,14.312,2026-08-28,2026-08-28,
[AGO]_[N]_Vídeo_Condição - Pré-Expointer,2026-08-27,active,campaign,SuperAuto [Mitsubishi],1876369346602489,37199,32919,79.26,37,214.216.216,Incrementalidade estimada na lembrança do anúncio (pessoas),1340,5.914.925,2026-08-27,2026-08-27,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-27,active,campaign,SuperAuto [Mitsubishi],1876369346602489,3051,2181,50.7,54,93.888.889,Conversas por mensagem iniciadas,3,16.9,2026-08-27,2026-08-27,
[AGO]_[PV]_Card_Condição,2026-08-27,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1264,1026,16.22,3,540.666.667,Conversas por mensagem iniciadas,2,8.11,2026-08-27,2026-08-27,
[AGO]_[N]_Card_Oferta,2026-08-27,active,campaign,SuperAuto [Mitsubishi],1876369346602489,6214,4897,164.07,95,172.705.263,Leads (formulário),7,2.343.857.143,2026-08-27,2026-08-27,
[AGO]_[PV]_Card_Condição,2026-08-26,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1677,1333,21.19,17,124.647.059,Conversas por mensagem iniciadas,1,21.19,2026-08-26,2026-08-26,
[AGO]_[N]_Card_Oferta,2026-08-26,active,campaign,SuperAuto [Mitsubishi],1876369346602489,6165,4821,178.42,67,266.298.507,Leads (formulário),6,2.973.666.667,2026-08-26,2026-08-26,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-26,active,campaign,SuperAuto [Mitsubishi],1876369346602489,2245,1488,55.14,59,93.457.627,Conversas por mensagem iniciadas,6,9.19,2026-08-26,2026-08-26,
[AGO]_[N]_Vídeo_Condição - Pré-Expointer,2026-08-26,active,campaign,SuperAuto [Mitsubishi],1876369346602489,58808,46801,132.96,47,282.893.617,Incrementalidade estimada na lembrança do anúncio (pessoas),1700,7.821.176,2026-08-26,2026-08-26,
[AGO]_[N]_Vídeo_Condição - Pré-Expointer,2026-08-25,active,campaign,SuperAuto [Mitsubishi],1876369346602489,19235,18341,56.69,11,515.363.636,Incrementalidade estimada na lembrança do anúncio (pessoas),550,10.307.273,2026-08-25,2026-08-25,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-25,active,campaign,SuperAuto [Mitsubishi],1876369346602489,5201,4374,69.69,64,108.890.625,Conversas por mensagem iniciadas,5,13.938,2026-08-25,2026-08-25,
[AGO]_[PV]_Card_Condição,2026-08-25,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1988,1580,24.29,12,202.416.667,Conversas por mensagem iniciadas,2,12.145,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Oferta,2026-08-25,active,campaign,SuperAuto [Mitsubishi],1876369346602489,6750,5078,205.75,85,242.058.824,Leads (formulário),5,41.15,2026-08-25,2026-08-25,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-24,active,campaign,SuperAuto [Mitsubishi],1876369346602489,5116,3863,81.29,94,86.478.723,Conversas por mensagem iniciadas,5,16.258,2026-08-24,2026-08-24,
[AGO]_[PV]_Card_Condição,2026-08-24,active,campaign,SuperAuto [Mitsubishi],1876369346602489,2924,2345,24.62,28,87.928.571,Conversas por mensagem iniciadas,4,6.155,2026-08-24,2026-08-24,
[AGO]_[N]_Card_Oferta,2026-08-24,active,campaign,SuperAuto [Mitsubishi],1876369346602489,5207,3997,159.97,76,210.486.842,Leads (formulário),10,15.997,2026-08-24,2026-08-24,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-23,active,campaign,SuperAuto [Mitsubishi],1876369346602489,4174,3042,83.57,100,8.357,Conversas por mensagem iniciadas,5,16.714,2026-08-23,2026-08-23,
[AGO]_[PV]_Card_Condição,2026-08-23,active,campaign,SuperAuto [Mitsubishi],1876369346602489,2318,1744,21.47,13,165.153.846,Conversas por mensagem iniciadas,2,10.735,2026-08-23,2026-08-23,
[AGO]_[N]_Card_Oferta,2026-08-23,active,campaign,SuperAuto [Mitsubishi],1876369346602489,8978,6435,230.27,88,261.670.455,Leads (formulário),9,2.558.555.556,2026-08-23,2026-08-23,
[AGO]_[PV]_Card_Condição,2026-08-22,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1658,1288,18.08,8,2.26,Conversas por mensagem iniciadas,2,09.04,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Oferta,2026-08-22,active,campaign,SuperAuto [Mitsubishi],1876369346602489,3773,2876,133.58,67,199.373.134,Leads (formulário),5,26.716,2026-08-22,2026-08-22,
[AGO]_[N]_Vídeo_Condição - Pré-Expointer,2026-08-22,active,campaign,SuperAuto [Mitsubishi],1876369346602489,170744,125013,371.13,188,197.409.574,Incrementalidade estimada na lembrança do anúncio (pessoas),2450,15.148.163,2026-08-22,2026-08-22,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-22,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1507,1036,39.33,35,112.371.429,Conversas por mensagem iniciadas,2,19.665,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Condição - Pré-Expointer,2026-08-22,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,53059,47395,74.08,42,176.380.952,Alcance,47395,156.303.408,2026-08-22,2026-08-22,
[AGO]_[N]_Vídeo_Condição - Pré-Expointer,2026-08-21,active,campaign,SuperAuto [Mitsubishi],1876369346602489,130286,98302,283.23,128,221.273.438,Incrementalidade estimada na lembrança do anúncio (pessoas),1880,15.065.426,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Condição - Pré-Expointer,2026-08-21,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,81732,69110,113.94,85,134.047.059,Alcance,69110,164.867.602,2026-08-21,2026-08-21,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-21,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1794,1313,44.19,37,119.432.432,Conversas por mensagem iniciadas,4,11.0475,2026-08-21,2026-08-21,
[AGO]_[PV]_Card_Condição,2026-08-21,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1166,992,10.82,12,90.166.667,Conversas por mensagem iniciadas,5,2.164,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Oferta,2026-08-21,active,campaign,SuperAuto [Mitsubishi],1876369346602489,6019,4488,194.86,89,21.894.382,Leads (formulário),5,38.972,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Oferta,2026-08-20,active,campaign,SuperAuto [Mitsubishi],1876369346602489,11164,8226,344.69,158,218.158.228,Leads (formulário),12,2.872.416.667,2026-08-20,2026-08-20,
[AGO]_[PV]_Card_Condição,2026-08-20,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1168,1081,10.07,8,125.875,Conversas por mensagem iniciadas,1,10.07,2026-08-20,2026-08-20,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-20,active,campaign,SuperAuto [Mitsubishi],1876369346602489,4039,3295,55.95,50,1.119,,,,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Condição - Pré-Expointer,2026-08-20,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,69798,66581,94.87,85,111.611.765,Alcance,66581,142.488.097,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Condição - Pré-Expointer,2026-08-19,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,33379,30281,42.83,34,125.970.588,Alcance,30281,141.441.828,2026-08-19,2026-08-19,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-19,active,campaign,SuperAuto [Mitsubishi],1876369346602489,6412,5330,78.47,80,980.875,Conversas por mensagem iniciadas,3,2.615.666.667,2026-08-19,2026-08-19,
[AGO]_[PV]_Card_Condição,2026-08-19,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1415,1273,12.23,9,135.888.889,Conversas por mensagem iniciadas,2,6.115,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta,2026-08-19,active,campaign,SuperAuto [Mitsubishi],1876369346602489,12346,9523,341.25,168,203.125,Leads (formulário),11,3.102.272.727,2026-08-19,2026-08-19,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-18,active,campaign,SuperAuto [Mitsubishi],1876369346602489,4048,3290,59.09,57,103.666.667,Conversas por mensagem iniciadas,3,1.969.666.667,2026-08-18,2026-08-18,
[AGO]_[PV]_Card_Condição,2026-08-18,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1379,1268,12.86,16,80.375,Conversas por mensagem iniciadas,4,3.215,2026-08-18,2026-08-18,
[AGO]_[N]_Card_Oferta,2026-08-18,active,campaign,SuperAuto [Mitsubishi],1876369346602489,14107,10705,312.21,157,198.859.873,Leads (formulário),16,19.513.125,2026-08-18,2026-08-18,
[AGO]_[N]_Card_Oferta,2026-08-17,active,campaign,SuperAuto [Mitsubishi],1876369346602489,11643,8765,225.64,108,208.925.926,Leads (formulário),6,3.760.666.667,2026-08-17,2026-08-17,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-17,active,campaign,SuperAuto [Mitsubishi],1876369346602489,3750,2946,71.28,50,1.4256,Conversas por mensagem iniciadas,8,8.91,2026-08-17,2026-08-17,
[AGO]_[PV]_Card_Condição,2026-08-17,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1335,1129,11.76,10,1.176,Conversas por mensagem iniciadas,1,11.76,2026-08-17,2026-08-17,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-16,active,campaign,SuperAuto [Mitsubishi],1876369346602489,6082,4974,71.51,63,113.507.937,Conversas por mensagem iniciadas,5,14.302,2026-08-16,2026-08-16,
[AGO]_[PV]_Card_Condição,2026-08-16,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1504,1316,9.78,14,69.857.143,Conversas por mensagem iniciadas,3,3.26,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Oferta,2026-08-16,active,campaign,SuperAuto [Mitsubishi],1876369346602489,18727,13259,352.8,171,206.315.789,Leads (formulário),8,44.1,2026-08-16,2026-08-16,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-15,active,campaign,SuperAuto [Mitsubishi],1876369346602489,4231,3477,49.96,45,111.022.222,Conversas por mensagem iniciadas,1,49.96,2026-08-15,2026-08-15,
[AGO]_[PV]_Card_Condição,2026-08-15,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1352,1243,7.31,11,66.454.545,Conversas por mensagem iniciadas,2,3.655,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta,2026-08-15,active,campaign,SuperAuto [Mitsubishi],1876369346602489,10984,8340,231.67,114,203.219.298,Leads (formulário),3,7.722.333.333,2026-08-15,2026-08-15,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-14,active,campaign,SuperAuto [Mitsubishi],1876369346602489,3619,3010,46.65,49,95.204.082,Conversas por mensagem iniciadas,3,15.55,2026-08-14,2026-08-14,
[AGO]_[PV]_Card_Condição,2026-08-14,active,campaign,SuperAuto [Mitsubishi],1876369346602489,679,606,07.05,5,1.41,,,,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta,2026-08-14,active,campaign,SuperAuto [Mitsubishi],1876369346602489,10597,7699,245.24,98,250.244.898,Leads (formulário),8,30.655,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta,2026-08-13,active,campaign,SuperAuto [Mitsubishi],1876369346602489,9753,7173,270.22,95,284.442.105,Leads (formulário),12,2.251.833.333,2026-08-13,2026-08-13,
[AGO]_[PV]_Card_Condição,2026-08-13,active,campaign,SuperAuto [Mitsubishi],1876369346602489,878,779,7.68,10,768,Conversas por mensagem iniciadas,1,7.68,2026-08-13,2026-08-13,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-13,active,campaign,SuperAuto [Mitsubishi],1876369346602489,3339,2426,59.32,73,81.260.274,Conversas por mensagem iniciadas,4,14.83,2026-08-13,2026-08-13,
[AGO]_[SN]_Carrossel_Teste AB,2026-08-12,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1922,1211,58.87,39,150.948.718,Conversas por mensagem iniciadas,2,29.435,2026-08-12,2026-08-12,
[AGO]_[PV]_Card_Condição,2026-08-12,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1215,1066,10.59,8,132.375,Conversas por mensagem iniciadas,1,10.59,2026-08-12,2026-08-12,
[AGO]_[SN]_Feed_Oferta,2026-08-12,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,1596,1463,25.12,16,1.57,Conversas por mensagem iniciadas,4,6.28,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Oferta,2026-08-12,active,campaign,SuperAuto [Mitsubishi],1876369346602489,11523,8548,316.59,116,272.922.414,Leads (formulário),7,4.522.714.286,2026-08-12,2026-08-12,
[AGO]_[PV]_Card_Condição,2026-08-11,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1348,1177,13.12,13,100.923.077,Conversas por mensagem iniciadas,3,437.333.333,2026-08-11,2026-08-11,
[AGO]_[SN]_Feed_Oferta,2026-08-11,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,2143,1673,62.44,36,173.444.444,Conversas por mensagem iniciadas,3,2.081.333.333,2026-08-11,2026-08-11,
[AGO]_[N]_Card_Oferta,2026-08-11,active,campaign,SuperAuto [Mitsubishi],1876369346602489,14234,10244,327.57,143,22.906.993,Leads (formulário),9,3.639.666.667,2026-08-11,2026-08-11,
[AGO]_[N]_Card_Oferta,2026-08-10,active,campaign,SuperAuto [Mitsubishi],1876369346602489,18160,12390,331.05,174,190.258.621,Leads (formulário),11,3.009.545.455,2026-08-10,2026-08-10,
[AGO]_[PV]_Card_Condição,2026-08-10,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1622,1367,13.9,7,198.571.429,Conversas por mensagem iniciadas,4,3.475,2026-08-10,2026-08-10,
[AGO]_[SN]_Feed_Oferta,2026-08-10,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,2408,1773,69.65,43,161.976.744,Conversas por mensagem iniciadas,2,34.825,2026-08-10,2026-08-10,
[AGO]_[SN]_Feed_Oferta,2026-08-09,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,3245,2492,71.69,47,152.531.915,Conversas por mensagem iniciadas,8,896.125,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta,2026-08-09,active,campaign,SuperAuto [Mitsubishi],1876369346602489,25399,18191,483.41,270,179.040.741,Leads (formulário),12,4.028.416.667,2026-08-09,2026-08-09,
[AGO]_[PV]_Card_Condição,2026-08-09,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1216,1003,10.24,7,146.285.714,Conversas por mensagem iniciadas,1,10.24,2026-08-09,2026-08-09,
[AGO]_[PV]_Card_Condição,2026-08-08,active,campaign,SuperAuto [Mitsubishi],1876369346602489,1069,881,11.33,10,1.133,Conversas por mensagem iniciadas,2,5.665,2026-08-08,2026-08-08,
[AGO]_[SN]_Feed_Oferta,2026-08-08,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,1968,1412,50.85,29,175.344.828,Conversas por mensagem iniciadas,3,16.95,2026-08-08,2026-08-08,
[AGO]_[N]_Card_Oferta,2026-08-08,active,campaign,SuperAuto [Mitsubishi],1876369346602489,11605,8613,307.15,177,173.531.073,Leads (formulário),8,3.839.375,2026-08-08,2026-08-08,
[JUL]_[SN]_Carrossel_Oferta,2026-08-08,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-08-08,2026-08-08,
[AGO]_[PV]_Card_Condição,2026-08-07,active,campaign,SuperAuto [Mitsubishi],1876369346602489,166,160,1.55,2,775,,,,2026-08-07,2026-08-07,
[AGO]_[SN]_Feed_Oferta,2026-08-07,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,1766,1242,49.8,26,191.538.462,Conversas por mensagem iniciadas,7,711.428.571,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta,2026-08-07,active,campaign,SuperAuto [Mitsubishi],1876369346602489,13755,10062,342.74,181,189.359.116,Leads (formulário),9,3.808.222.222,2026-08-07,2026-08-07,
[JUL]_[SN]_Carrossel_Oferta,2026-08-06,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,1914,1326,33.28,18,184.888.889,Conversas por mensagem iniciadas,1,33.28,2026-08-06,2026-08-06,
[JUL]_[N]_Card_Oferta,2026-08-06,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,4435,3783,88.92,60,1.482,Leads (formulário),6,14.82,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta,2026-08-06,active,campaign,SuperAuto [Mitsubishi],1876369346602489,4249,3235,78.03,37,210.891.892,Leads (formulário),1,78.03,2026-08-06,2026-08-06,
[AGO]_[SN]_Feed_Oferta,2026-08-06,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,1090,886,26.16,27,96.888.889,Conversas por mensagem iniciadas,2,13.08,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta,2026-08-05,active,campaign,SuperAuto [Mitsubishi],1876369346602489,3117,2456,55.24,36,153.444.444,,,,2026-08-05,2026-08-05,
[JUL]_[SN]_Carrossel_Oferta,2026-08-05,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,4299,2787,65.4,50,1.308,Conversas por mensagem iniciadas,6,10.9,2026-08-05,2026-08-05,
[JUL]_[N]_Card_Oferta,2026-08-05,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,10258,8054,202.21,111,182.171.171,Leads (formulário),6,3.370.166.667,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta,2026-08-04,active,campaign,SuperAuto [Mitsubishi],1876369346602489,528,460,10.51,8,131.375,Leads (formulário),1,10.51,2026-08-04,2026-08-04,
[JUL]_[SN]_Carrossel_Oferta,2026-08-04,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,3839,2680,75.27,45,167.266.667,Conversas por mensagem iniciadas,5,15.054,2026-08-04,2026-08-04,
[JUL]_[N]_Card_Oferta,2026-08-04,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,12203,9879,211.46,150,140.973.333,Leads (formulário),14,1.510.428.571,2026-08-04,2026-08-04,
[JUL]_[N]_Card_Oferta,2026-08-03,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,9749,7400,182.02,124,146.790.323,Leads (formulário),12,1.516.833.333,2026-08-03,2026-08-03,
[JUL]_[SN]_Carrossel_Oferta,2026-08-03,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,3544,2690,69.13,45,153.622.222,Conversas por mensagem iniciadas,5,13.826,2026-08-03,2026-08-03,
[JUL]_[N]_Card_Oferta,2026-08-02,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,13953,10291,229.71,159,144.471.698,Leads (formulário),12,191.425,2026-08-02,2026-08-02,
[JUL]_[SN]_Carrossel_Oferta,2026-08-02,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,4416,3138,74.76,62,120.580.645,Conversas por mensagem iniciadas,10,7.476,2026-08-02,2026-08-02,
[JUL]_[SN]_Carrossel_Oferta,2026-08-01,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,2813,1977,44.5,35,127.142.857,Conversas por mensagem iniciadas,5,8.9,2026-08-01,2026-08-01,
[JUL]_[N]_Card_Oferta,2026-08-01,inactive,campaign,SuperAuto [Mitsubishi],1876369346602489,11894,9113,242.41,157,154.401.274,Leads (formulário),20,12.1205,2026-08-01,2026-08-01,
[AGO]_[N]_Card_Oferta,2026-08-28,active,campaign,Sagara [Suzuki],498872405861498,43.83,2858,2477,39,112.384.615,Leads (formulário),2,21.915,2026-08-28,2026-08-28,
[AGO]_[N]_Card_Oferta,2026-08-27,active,campaign,Sagara [Suzuki],498872405861498,120.55,8632,7171,186,64.811.828,Leads (formulário),17,709.117.647,2026-08-27,2026-08-27,
[AGO]_[N]_Card_Oferta,2026-08-26,active,campaign,Sagara [Suzuki],498872405861498,121.88,9439,7638,180,67.711.111,Leads (formulário),17,716.941.176,2026-08-26,2026-08-26,
[AGO]_[N]_Card_Oferta,2026-08-25,active,campaign,Sagara [Suzuki],498872405861498,129.08,9349,7636,153,84.366.013,Leads (formulário),20,6.454,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Oferta,2026-08-24,active,campaign,Sagara [Suzuki],498872405861498,115.73,9594,7622,176,65.755.682,Leads (formulário),19,609.105.263,2026-08-24,2026-08-24,
[AGO]_[N]_Card_Oferta,2026-08-23,active,campaign,Sagara [Suzuki],498872405861498,134.64,12396,9884,205,65.678.049,Leads (formulário),22,6.12,2026-08-23,2026-08-23,
[AGO]_[N]_Card_Oferta,2026-08-22,active,campaign,Sagara [Suzuki],498872405861498,109.44,8930,7505,165,66.327.273,Leads (formulário),10,10.944,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Oferta,2026-08-21,active,campaign,Sagara [Suzuki],498872405861498,120.14,8600,6922,141,85.205.674,Leads (formulário),23,522.347.826,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Oferta,2026-08-20,active,campaign,Sagara [Suzuki],498872405861498,134.87,9771,7681,187,72.122.995,Leads (formulário),16,8.429.375,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Oferta,2026-08-19,active,campaign,Sagara [Suzuki],498872405861498,121.25,8277,6662,152,79.769.737,Leads (formulário),16,7.578.125,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta,2026-08-18,active,campaign,Sagara [Suzuki],498872405861498,115.75,8455,6650,146,79.280.822,Leads (formulário),9,1.286.111.111,2026-08-18,2026-08-18,
[AGO]_[N]_Card_Oferta,2026-08-17,active,campaign,Sagara [Suzuki],498872405861498,99.3,8190,6425,125,7.944,Leads (formulário),11,902.727.273,2026-08-17,2026-08-17,
[AGO]_[N]_Card_Oferta,2026-08-16,active,campaign,Sagara [Suzuki],498872405861498,139.19,9333,7297,164,84.871.951,Leads (formulário),23,605.173.913,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Oferta,2026-08-15,active,campaign,Sagara [Suzuki],498872405861498,119.47,6654,5345,119,100.394.958,Leads (formulário),17,702.764.706,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta,2026-08-14,active,campaign,Sagara [Suzuki],498872405861498,117.83,6691,5468,133,88.593.985,Leads (formulário),11,1.071.181.818,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta,2026-08-13,active,campaign,Sagara [Suzuki],498872405861498,125.64,7512,6193,160,78.525,Leads (formulário),14,897.428.571,2026-08-13,2026-08-13,
